name,type,budgetCode,fiscalYear,source,allocatedBudget,internalBudget,centralBudget,provinceBudget,status
कमल कोइरालाको घर देखि काशी बस्नेतको घर सम्म सडक ढलान,वडा-१३,३११५१,2082/83,संध,100000.00,0.00,100000.00,0.00,NOT_STARTED
गणेशपुर चमार टोलिमा सडक ढलान कार्य,वडा-१३,३११५१,2082/83,संध,200000.00,0.00,200000.00,0.00,NOT_STARTED
वडा भरि सडक मा माटो तथा ग्राभेल गर्ने कार्य,वडा-१३,३११५१,2082/83,संध,300000.00,0.00,300000.00,0.00,NOT_STARTED
रामसरण महतोको जग्गा देखि इन्द्र बहादुरको जग्गा हुदै में सडकमा जोड्ने गरी कृषिसडक निर्माण कार्य,वडा-१३,३११५१,2082/83,संध,300000.00,0.00,300000.00,0.00,NOT_STARTED
सालिग्राम कोइरालाको घर देखि अमर बहादुरको जग्गा सम्म कृषि सडक निर्माण,वडा-१३,३११५१,2082/83,संध,100000.00,0.00,100000.00,0.00,NOT_STARTED
वडा भरिका बिभिन्न ठाउमा बोर्डिंङ्ग जडान कार्य,वडा-१३,३११५५,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
वडा सदस्य विकास योजना - वडा भरि ठाउँ ठाउँ मा बोर्डिंग जडान कार्य,वडा-१३,३११५५,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
गणेशपुरमा भगवती मन्दिर निर्माण कार्य,वडा-१३,३११५९,2082/83,संध,150000.00,0.00,150000.00,0.00,NOT_STARTED
गनेश्पुरमा सल्हेश मन्दिर लाई पलास्टर कार्य,वडा-१३,३११५९,2082/83,संध,100000.00,0.00,100000.00,0.00,NOT_STARTED
वडा सदस्य विकास योजना - घलेटोलमा कल धसाउने कार्य,वडा-१३,३११५९,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
वडा भरि पोल बती जडान कार्य,वडा-१३,३११५९,2082/83,संध,700000.00,0.00,700000.00,0.00,NOT_STARTED
वडा सदस्य विकास योजना - गणेशपुर टोलको दिह्बार थान लाई पलास्टर गर्ने कार्य,वडा-१३,३११५९,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
सरस्वती टोलको अधुरो राम जानकी मन्दिर निर्माण तथा सौन्दर्यकरण,वडा-१३,३११५९,2082/83,संध,300000.00,0.00,300000.00,0.00,NOT_STARTED
वडा कार्यालय संचालन,वडा-१४,२२३११,2082/83,आन्तरिक,300000.00,300000.00,0.00,0.00,NOT_STARTED
जीवन्त गाउँ कार्यक्रम,वडा-१४,२२५२२,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
लागु औषध दुर्बेशन तथा वाल विवाह युनिकरण सम्वन्धि जनचेतना कार्यक्रम,वडा-१४,२२५२२,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
स्वास्थ्य शिक्षा,वडा-१४,२२५२९,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
सार्वजानिक पोलहरुमा वती जडान,वडा-१४,२२५२९,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
खेलकुद समान सामग्री,वडा-१४,२२५२९,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
वडा कार्यालय संचालन विविध,वडा-१४,२२७११,2082/83,आन्तरिक,500000.00,500000.00,0.00,0.00,NOT_STARTED
ढलान कार्य,वडा-१४,३११५१,2082/83,संध,800000.00,0.00,800000.00,0.00,NOT_STARTED
सडक ग्राभेल मर्मत कार्य,वडा-१४,३११५१,2082/83,संध,200000.00,0.00,200000.00,0.00,NOT_STARTED
नाला निर्माण,वडा-१४,३११५१,2082/83,संध,1000000.00,0.00,1000000.00,0.00,NOT_STARTED
खानेपानी साझेदारी कार्यक्रम,वडा-१४,३११५६,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
वडा सदस्य विकास योजना,वडा-१४,३११५९,2082/83,आन्तरिक,400000.00,400000.00,0.00,0.00,NOT_STARTED
सलहेश मुर्ति निर्माण तथा धर्मस्थलहरुको बाउन्ड्री निर्माण,वडा-१४,३११५९,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
कृषि विद्युतीकारण,वडा-१४,३११५९,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
इन्धन तथा मोटर साइकल मर्मत,वडा-१५,२२२१२,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
कार्यालय संचालन खर्च,वडा-१५,२२३११,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
वडा भरि फुटबल कार्य,वडा-१५,२२५२१,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
सिपमुलक तालिम संचालन गर्ने,वडा-१५,२२५२२,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
वडा सदस्य विकास योजना - नेतृत्व तथा सिप विकास तालिम,वडा-१५,२२५२९,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
कृषक अवलोकन भ्रमण,वडा-१५,२२६१९,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
विविध खर्च,वडा-१५,२२७११,2082/83,आन्तरिक,300000.00,300000.00,0.00,0.00,NOT_STARTED
अतिथि सत्कार खर्च,वडा-१५,२२७११,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
उद्दार राहत तथा पुनर्स्थापना खर्च,वडा-१५,२७२१२,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
बेतहा राई टोलमा सामुदायिक भबन निर्माण कार्य,वडा-१५,३१११२,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
ढोढना डिहवार थान सडक ढलान कार्य,वडा-१५,३११५१,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
मोहनपुरमा माटो ग्राभेल कार्य,वडा-१५,३११५१,2082/83,संध,300000.00,0.00,300000.00,0.00,NOT_STARTED
सोभापुर गाउँमा सडक ढलान तथा डिहवार थान दिना भद्री थान वाउण्ड्रीवाल निर्माण कार्य,वडा-१५,३११५१,2082/83,संध,550000.00,0.00,550000.00,0.00,NOT_STARTED
वडा सदस्य विकास योजना - राम प्रसादको बाँस देखि बानो गाउँ सम्म माटो ग्राभेल कार्य,वडा-१५,३११५१,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
सिमल टोकीमा सडक ढलान कार्य,वडा-१५,३११५१,2082/83,आन्तरिक,300000.00,300000.00,0.00,0.00,NOT_STARTED
स. मा. बि. मा गेट तथा मंदिरे निर्माण कार्य,वडा-१५,३११५१,2082/83,संध,400000.00,0.00,400000.00,0.00,NOT_STARTED
महादेव बजारमा नाला निर्माण कार्य,वडा-१५,३११५१,2082/83,संध,200000.00,0.00,200000.00,0.00,NOT_STARTED
कुमार भट्ट घर नजिक सडकमा माटो तथा ग्राभेल कार्य,वडा-१५,३११५१,2082/83,संध,200000.00,0.00,200000.00,0.00,NOT_STARTED
वडा भरि पोल बती जडान कार्य,वडा-१५,३११५९,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
ढोढना स्वास्थ्य चौकीमा बाउन्ड्रीवाल तथा गेट निर्माण कार्य,वडा-१५,३११५९,2082/83,संध,100000.00,0.00,100000.00,0.00,NOT_STARTED
मोहनपुरमा दिहबार थान निर्माण कार्य,वडा-१५,३११५९,2082/83,संध,150000.00,0.00,150000.00,0.00,NOT_STARTED
राजदेबी आ. बि. मा मंच निर्माण कार्य,वडा-१५,३११५९,2082/83,संध,300000.00,0.00,300000.00,0.00,NOT_STARTED
कार्यालय संचालन,वडा-१६,२२३११,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
युवा फूटबल खेलकुदको लागि सामग्री,वडा-१६,२२५२९,2082/83,आन्तरिक,50000.00,50000.00,0.00,0.00,NOT_STARTED
विविध खर्च,वडा-१६,२२७११,2082/83,आन्तरिक,300000.00,300000.00,0.00,0.00,NOT_STARTED
धर्बे देखि पुर्ब गंगाजली जाने बाटो मर्मत कार्य,वडा-१६,३११५१,2082/83,संध,250000.00,0.00,250000.00,0.00,NOT_STARTED
राजकुमार पौडेल घर आगाडी पुर्ब में सडक सम्मको सडकमा पी सि सि सडक ढलान कार्य,वडा-१६,३११५१,2082/83,संध,400000.00,0.00,400000.00,0.00,NOT_STARTED
श्याम पुरे तामांगको घर जाने सडकमा कल्भर्ट निर्माण कार्य,वडा-१६,३११५१,2082/83,संध,250000.00,0.00,250000.00,0.00,NOT_STARTED
नाग्बेले खोलामा आर. सि. सि. कौज्वेय ढलान कार्य,वडा-१६,३११५१,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
सडक मर्मत तथा ग्राभेल कार्य,वडा-१६,३११५१,2082/83,संध,150000.00,0.00,150000.00,0.00,NOT_STARTED
भासुवा जाने सडकमा कार्कीको घर अगाडी नाला सहित पी सि सि ढलान कार्य,वडा-१६,३११५१,2082/83,संध,300000.00,0.00,300000.00,0.00,NOT_STARTED
पण्डित सदायको घर देखि दक्षिण बैजनाथ पोखरेलको घर सम्म पी सि सि ढलान कार्य,वडा-१६,३११५१,2082/83,संध,600000.00,0.00,600000.00,0.00,NOT_STARTED
अर्चले खोलामा आर. सि. सि. कौज्वेय ढलान कार्य,वडा-१६,३११५१,2082/83,संध,250000.00,0.00,250000.00,0.00,NOT_STARTED
गंगाजली धार्बे कृषि सिचाईको लागि ३ ईन्चको मोटर खरिद कार्य,वडा-१६,३११५५,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
बरदमार समुह कृषि सिचाई कार्यको लागि ३ ईन्चको मोटर खरिद कार्य,वडा-१६,३११५५,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
देवराली कमि टोल खानेपानी पाइप जडान कार्य,वडा-१६,३११५६,2082/83,संध,200000.00,0.00,200000.00,0.00,NOT_STARTED
दलित मुसहर बिपन लाई धारण जडान कार्य,वडा-१६,३११५६,2082/83,आन्तरिक,400000.00,400000.00,0.00,0.00,NOT_STARTED
कटुवाल टोलमा ईनार निर्माण कार्य,वडा-१६,३११५६,2082/83,संध,250000.00,0.00,250000.00,0.00,NOT_STARTED
नाग्बेले खोलामा आर. सि. सि. कौज्वेय ढलान कार्य,वडा-१६,३११५९,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
नहर र कुलो मर्मत तथा सरसफाई,वडा-१६,३११५९,2082/83,आन्तरिक,50000.00,50000.00,0.00,0.00,NOT_STARTED
पोल बती,वडा-१६,३११५९,2082/83,आन्तरिक,150000.00,150000.00,0.00,0.00,NOT_STARTED
वडा सदस्य विकास योजना,वडा-१६,३११५९,2082/83,आन्तरिक,400000.00,400000.00,0.00,0.00,NOT_STARTED
कार्यालय संचालनको लागि,वडा-१७,२२३११,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
देबी दह मोहत्सव दौलतपुर,वडा-१७,२२५२९,2082/83,आन्तरिक,500000.00,500000.00,0.00,0.00,NOT_STARTED
आ.बि.दौलतपुरमा कक्षा संचालन,वडा-१७,२२५२९,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
वडा अध्यक्ष कप संचालन,वडा-१७,२२५२९,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
मदरसा कक्षा टुय्सनसंचालन गोविन्दपुर,वडा-१७,२२५२९,2082/83,आन्तरिक,75000.00,75000.00,0.00,0.00,NOT_STARTED
वडा सरसफाईको लागि,वडा-१७,२२५२९,2082/83,आन्तरिक,84000.00,84000.00,0.00,0.00,NOT_STARTED
विविध खर्च,वडा-१७,२२७११,2082/83,आन्तरिक,350000.00,350000.00,0.00,0.00,NOT_STARTED
अधुरो महजित निर्माण गोविन्दपुर,वडा-१७,३१११२,2082/83,संध,400000.00,0.00,400000.00,0.00,NOT_STARTED
बिभिन् महिला समुह र सामुदायिक भवनको लागि दरि टेन्ट कुर्शी खरिद तथा बितरण,वडा-१७,३११२३,2082/83,आन्तरिक,391000.00,391000.00,0.00,0.00,NOT_STARTED
कृषि सडक ढलान एकरतीय तथा कृषि विधुती करण गोविन्दपुर,वडा-१७,३११५१,2082/83,संध,1200000.00,0.00,1200000.00,0.00,NOT_STARTED
स्वच्छ खाने पानीको लागि कल जडान वडा भरि,वडा-१७,३११५६,2082/83,संध,200000.00,0.00,200000.00,0.00,NOT_STARTED
अधुरो ससिया महाराज मन्दिर निर्माण हरिपुर टोल अधुरो दिनाभादरी मन्दिर निर्माण गोविन्दपुर दिह्बार थान बाउन्ड्री वाल र अधुरो शिव मन्दिर मर्मत सम्भार बलानसेर अधुरो दिह्बार थान हरिपुर,वडा-१७,३११५९,2082/83,संध,1000000.00,0.00,1000000.00,0.00,NOT_STARTED
वडा भरि सडक बती जडान कार्य,वडा-१७,३११५९,2082/83,संध,200000.00,0.00,200000.00,0.00,NOT_STARTED
वडा सदस्य विकास योजना - कृषिको लागि ट्रान्सफर्मर खरिद,वडा-१७,३११५९,2082/83,आन्तरिक,400000.00,400000.00,0.00,0.00,NOT_STARTED
वडा कार्यालय संचालन,वडा-१८,२२३११,2082/83,आन्तरिक,300000.00,300000.00,0.00,0.00,NOT_STARTED
खेलकुद बिकाश शिर्षक,वडा-१८,२२५२२,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
सरसफाई कार्यकर्म,वडा-१८,२२५२२,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
सडक बती जडान,वडा-१८,२२५२९,2082/83,आन्तरिक,300000.00,300000.00,0.00,0.00,NOT_STARTED
कृषक समान कार्यक्रर्म या कृषक भ्रमण अवलोकन,वडा-१८,२२५२९,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
विविध फुटकर,वडा-१८,२२७११,2082/83,आन्तरिक,600000.00,600000.00,0.00,0.00,NOT_STARTED
राम टोल अधुरो पाहुना घर विष्णपुर अधुरो पाहुना घर र धाम गछिमा श्री हनुमान मन्दिर निर्माण कार्य,वडा-१८,३१११२,2082/83,संध,700000.00,0.00,700000.00,0.00,NOT_STARTED
मो. ईरसाकको घर देखि मह्जित सम्म पाकी नाला निर्माण कार्य,वडा-१८,३११५१,2082/83,संध,600000.00,0.00,600000.00,0.00,NOT_STARTED
वडा सदस्य विकास योजना,वडा-१८,३११५९,2082/83,आन्तरिक,400000.00,400000.00,0.00,0.00,NOT_STARTED
साबिक भदैया ६ को कब्रिस्तानको पर्खाल तथा पकि नाला निर्माण,वडा-१८,३११५९,2082/83,आन्तरिक,700000.00,700000.00,0.00,0.00,NOT_STARTED
फरमुद घर नजिकको कब्रिस्तानमा वाल निर्माण,वडा-१८,३११५९,2082/83,संध,1000000.00,0.00,1000000.00,0.00,NOT_STARTED
वडा भरिको बिभिन्न ठाउँमा बोर्डिंग र पोल तार जडान कार्य,वडा-१८,३११५९,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
इन्धन खर्च,वडा-१९,२२२१२,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
कार्यलय संचालनको लागि,वडा-१९,२२३११,2082/83,आन्तरिक,250000.00,250000.00,0.00,0.00,NOT_STARTED
धान गहु तरकारी बिउ बिजन्को लागि ५०% अनुदान मा,वडा-१९,२२५२९,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
खेलकुद कार्यक्रमको लागि,वडा-१९,२२५२९,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
वडा भित्र लाग्ने धार्मिक स्थल मेला मोहतसब,वडा-१९,२२५२९,2082/83,आन्तरिक,150000.00,150000.00,0.00,0.00,NOT_STARTED
अतिथि सत्कार खर्च,वडा-१९,२२७११,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
बिबिध तथा भैपरी खर्च,वडा-१९,२२७११,2082/83,आन्तरिक,500000.00,500000.00,0.00,0.00,NOT_STARTED
वडा भरि स्यालो टुवेल कार्य,वडा-१९,३११५६,2082/83,संध,200000.00,0.00,200000.00,0.00,NOT_STARTED
डिहवार मन्दिर वाउण्ड्रीवाल निर्माण कार्य,वडा-१९,३११५९,2082/83,संध,300000.00,0.00,300000.00,0.00,NOT_STARTED
खानेपानी तथा सरसफाईको लागि,वडा-१९,३११५९,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
वडा भरि पोलबती जडान कार्य,वडा-१९,३११५९,2082/83,संध,300000.00,0.00,300000.00,0.00,NOT_STARTED
नयाँ सदाय बस्तीमा चौतारा बनउने कार्य तथा अजमतको घर नजिक माटो तथा ग्राभेल कार्य,वडा-१९,३११५९,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
वडा नं.१९ मा हैमास लाईट जडान कार्य,वडा-१९,३११५९,2082/83,संध,1000000.00,0.00,1000000.00,0.00,NOT_STARTED
वडा सदस्य विकास योजना - कटहा नौडेगा छरापटि तिन वटै दिना भद्री मन्दिर मा बाउण्ड्रीवाल कार्य,वडा-१९,३११५९,2082/83,आन्तरिक,400000.00,400000.00,0.00,0.00,NOT_STARTED
वडा भरिमा आवस्यकता अनुसार पोलतार सार्ने कार्य,वडा-१९,३११५९,2082/83,संध,1000000.00,0.00,1000000.00,0.00,NOT_STARTED
मसलन्द तथा कार्यालय सामाग्री,वडा-२०,२२३११,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
भैपरी (युवा तथा खेलकुद ),वडा-२०,२२५२९,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
पोलवती मर्मत तथा जडान कार्य,वडा-२०,२२५२९,2082/83,आन्तरिक,150000.00,150000.00,0.00,0.00,NOT_STARTED
मा.वि. हरिनागरमा विद्यालय व्यवस्थापन अनुदान,वडा-२०,२२५२९,2082/83,आन्तरिक,500000.00,500000.00,0.00,0.00,NOT_STARTED
क्षमता अभिवृद्बि तालिम,वडा-२०,२२५२९,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
विविध खर्च चिया नास्ता तथा अतिथि सत्कार खर्च,वडा-२०,२२७११,2082/83,आन्तरिक,400000.00,400000.00,0.00,0.00,NOT_STARTED
धार्मिक तथा संस्कृति प्रवर्धन (चार्ड पर्व आर्थिक सहयोग),वडा-२०,२५३१४,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
टेवल कुर्सि कार्पेट कम्प्युटर र प्रिन्टर खरिद,वडा-२०,३११२३,2082/83,आन्तरिक,150000.00,150000.00,0.00,0.00,NOT_STARTED
हरिनगरा गाउँको दुखि चौधरी वाला गल्लि सडक ढलान,वडा-२०,३११५१,2082/83,संध,700000.00,0.00,700000.00,0.00,NOT_STARTED
ग्राभेल वडा भरि,वडा-२०,३११५१,2082/83,संध,100000.00,0.00,100000.00,0.00,NOT_STARTED
ट्रान्सफर्मर खरिद - १०० KV,वडा-२०,३११५३,2082/83,संध,800000.00,0.00,800000.00,0.00,NOT_STARTED
कृषि विधयुतिकरन तार पोल,वडा-२०,३११५५,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
समर्सियल वोरिंग जडान (गोर्छारी टोल -४ ब्रमहान टोल -२ हरिनगरा मुसहरी टोल -१),वडा-२०,३११५६,2082/83,संध,1200000.00,0.00,1200000.00,0.00,NOT_STARTED
वडा सदस्य विकास योजना - ब्रहमहान वनमा शान्ति मन्दिर निर्माण,वडा-२०,३११५९,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
कार्यालय संचालन तथा मसलन्द खर्च,वडा-२१,२२३११,2082/83,आन्तरिक,300000.00,300000.00,0.00,0.00,NOT_STARTED
महिला सशक्तिकरण कार्यक्रम तालिम,वडा-२१,२२५२२,2082/83,आन्तरिक,50000.00,50000.00,0.00,0.00,NOT_STARTED
सडक पोलवती मर्मत तथा जडान कार्य,वडा-२१,२२५२९,2082/83,आन्तरिक,150000.00,150000.00,0.00,0.00,NOT_STARTED
खेलकुद विकास कार्यक्रम,वडा-२१,२२५२९,2082/83,आन्तरिक,150000.00,150000.00,0.00,0.00,NOT_STARTED
विविध खर्च,वडा-२१,२२७११,2082/83,आन्तरिक,300000.00,300000.00,0.00,0.00,NOT_STARTED
सामाजिक धार्मिक संस्कृतिक संरक्षण तथा प्रवन्धन कार्य,वडा-२१,२५३१४,2082/83,आन्तरिक,150000.00,150000.00,0.00,0.00,NOT_STARTED
साविक वडा नं. ७ मा रहेको माधोपुर सदाय टोलमा रहेको अधुरो सामुदायिक भवनको निर्माण सम्पन्न,वडा-२१,३१११२,2082/83,संध,250000.00,0.00,250000.00,0.00,NOT_STARTED
वडा नं. २१ को मा रहेको स्वास्थ्य स्वयम्सेविकाहरुको लागि साईकल खरिद,वडा-२१,३११२१,2082/83,आन्तरिक,75000.00,75000.00,0.00,0.00,NOT_STARTED
स्वास्थ्य चौकी भवानीपुर कालावान्जारको लागि आवश्यक औषधि वाहेक विविध सामग्री खरिद,वडा-२१,३११२२,2082/83,आन्तरिक,75000.00,75000.00,0.00,0.00,NOT_STARTED
साविक वडा नं. ०६ स्थित पल्टा रामकोको घर देखि पश्चिम अमरलालको घर सम्म सडक ढलान,वडा-२१,३११५१,2082/83,संध,750000.00,0.00,750000.00,0.00,NOT_STARTED
वडा नं. २१ को क्षेत्र भित्र पर्ने मूल सडकहरुको आवश्यक मर्मत सम्भार,वडा-२१,३११५१,2082/83,संध,300000.00,0.00,300000.00,0.00,NOT_STARTED
साविक वडा नं. १ मा रहेको गेनुवा नदी माथि गोरेटो पुल निर्माण,वडा-२१,३११५१,2082/83,संध,200000.00,0.00,200000.00,0.00,NOT_STARTED
साविक वडा नं. ०२ स्थित हरिकिसुन साहको घर देखि उतर नागेश्वर तामाङ्गको घर सम्म सडक ढलान,वडा-२१,३११५१,2082/83,संध,750000.00,0.00,750000.00,0.00,NOT_STARTED
साविक वडा नं. ०९ मोतिपुर मुख्य सडक देखि पश्चिम सतिश पासमानको घर सम्म सडक ढलान,वडा-२१,३११५१,2082/83,संध,750000.00,0.00,750000.00,0.00,NOT_STARTED
वडा नं. २१ मा कृषि विद्युतीकरण,वडा-२१,३११५५,2082/83,संध,250000.00,0.00,250000.00,0.00,NOT_STARTED
वडा सदस्य विकास कोष - वडा नं.२१ भरि खानेपानी ट्युवेल वोरिंग जडान,वडा-२१,३११५६,2082/83,आन्तरिक,400000.00,400000.00,0.00,0.00,NOT_STARTED
साविक वडा नं. १ मा रहेको दिनाभद्री मन्दिरमा घेरा लगाउने,वडा-२१,३११५९,2082/83,संध,100000.00,0.00,100000.00,0.00,NOT_STARTED
साविक वडा नं. २ रहेको प्रतिक्षालय निर्माण,वडा-२१,३११५९,2082/83,संध,250000.00,0.00,250000.00,0.00,NOT_STARTED
खोरियाटोलको दिनाभद्री मन्दिरमा मुर्ति स्थापना र ढोका लगाउने,वडा-२१,३११५९,2082/83,संध,150000.00,0.00,150000.00,0.00,NOT_STARTED
सवारी साधन मर्मत तथा इन्धन खर्च,वडा-२२,२२२१३,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
वडा कार्यालय संचालन,वडा-२२,२२३११,2082/83,आन्तरिक,250000.00,250000.00,0.00,0.00,NOT_STARTED
महिलाहरुलाई सिपमूलक कार्य तालिम,वडा-२२,२२५२२,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
वडा सदस्य विकास कोष - वडा भरिका जेष्ठ नागरिक सम्मान कार्यक्रम,वडा-२२,२२५२२,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
माघी मोहत्सव,वडा-२२,२२५२९,2082/83,आन्तरिक,40000.00,40000.00,0.00,0.00,NOT_STARTED
सल्हेश फुलवारी मेला व्यवस्थापन कार्य,वडा-२२,२२५२९,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
जहदी आ.वि.,वडा-२२,२२५२९,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
छठ पर्व घाट निर्माण तथा सजावट कार्य,वडा-२२,२२५२९,2082/83,आन्तरिक,35000.00,35000.00,0.00,0.00,NOT_STARTED
जितिय पर्व सिसवनी,वडा-२२,२२५२९,2082/83,आन्तरिक,25000.00,25000.00,0.00,0.00,NOT_STARTED
विविध खर्च,वडा-२२,२२७११,2082/83,आन्तरिक,550000.00,550000.00,0.00,0.00,NOT_STARTED
उत्तिमलाल कामैतको पुरानो घर देखि पुर्व मुल सडक सम्म PCC सडक ढलान कार्य,वडा-२२,३११५१,2082/83,संध,350000.00,0.00,350000.00,0.00,NOT_STARTED
ममता चौधरीको घर देखि पश्चिम दक्षिण राम देव वि.क. को घर सम्म PCC सडक ढलान कार्य,वडा-२२,३११५१,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
टेक नारायण चौधरीको घर देखि बर्छावा आ.वि. सम्म पी. सि. सि. सडक ढलान कार्य,वडा-२२,३११५१,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
वडा सदस्य विकास कोष - रामानन्द चौधरीको घर देखि पश्चिम सडक मिलान सम्म ग्राभेल कार्य,वडा-२२,३११५१,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
मण्डल टोल देखि पुर्व चौवाटो सम्म पी.सि.सि. ढलान कार्य,वडा-२२,३११५१,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
पटेर्वा पपु चौधरिको घर देवी उतर साजन कामैतको घर सम्म PCC सडक ढलान कार्य,वडा-२२,३११५१,2082/83,संध,850000.00,0.00,850000.00,0.00,NOT_STARTED
वडा भरि सडक मर्मत तथा माटो ग्राभेल कार्य,वडा-२२,३११५१,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
सडक वती मर्मत तथा जडान कार्य,वडा-२२,३११५९,2082/83,आन्तरिक,400000.00,400000.00,0.00,0.00,NOT_STARTED
कार्यालय संचालन खर्च,वडा-२३,२२३११,2082/83,आन्तरिक,300000.00,300000.00,0.00,0.00,NOT_STARTED
खेलकुद सामग्री खर्च,वडा-२३,२२५२९,2082/83,आन्तरिक,100000.00,100000.00,0.00,0.00,NOT_STARTED
मेला महोत्सव पुरस्कार पर्व खर्च,वडा-२३,२२५२९,2082/83,आन्तरिक,400000.00,400000.00,0.00,0.00,NOT_STARTED
विविध खर्च,वडा-२३,२२७११,2082/83,आन्तरिक,200000.00,200000.00,0.00,0.00,NOT_STARTED
वडा सदस्य विकास कोष - यस वडा अन्तर्गत रहेका विद्यालयका उत्कृष्ट विद्यार्थीहरुलाई प्रोत्साहन गर्ने कार्य,वडा-२३,२७२११,2082/83,आन्तरिक,300000.00,300000.00,0.00,0.00,NOT_STARTED
कृपाल सहनीको घर देखी हिरा सहनीको घर सम्म सडक ढालान कार्य,वडा-२३,३११५१,2082/83,संध,500000.00,0.00,500000.00,0.00,NOT_STARTED
दुलिचन रामको घर देखि अशोक रामको घर सम्म सडक ढलान कार्य,वडा-२३,३११५१,2082/83,संध,200000.00,0.00,200000.00,0.00,NOT_STARTED
रेवती रमनको घर देखि भोला यादवको घर साम सडक ढलान कार्य,वडा-२३,३११५१,2082/83,संध,100000.00,0.00,100000.00,0.00,NOT_STARTED
मानिचन सहनीको घर देखि छेदी सहनी सम्मको सडक ढलान कार्य,वडा-२३,३११५१,2082/83,संध,300000.00,0.00,300000.00,0.00,NOT_STARTED
